12.8087,77.6946,'Narayana Hrudayalaya'
12.9166,77.5996,'Jayadeva Hospital'
12.8953,77.5981,'Fortis Hospital'
12.8399,77.6770,'Electronic City'
12.8971,77.5968,'Apollo Hospital'
12.9308,77.6184,'St Johns Hospital'
