0.369083585,0.141666667,0.057692308,0.192107223,0.208571429,0.074020319,0.87007874,0.858064516,0.596774194,0.897897898,5
0.366062437,0.155555556,0.038461538,0.157855547,0.2,0.056603774,0.866141732,0.877419355,0.608870968,0.89017589,5
0.473816717,0.386111111,0.173076923,0.199553239,0.301428571,0.461538462,0.921259843,0.896774194,0.544354839,0.875303875,2
0.464249748,0.430555556,0.346153846,0.180193596,0.377142857,0.448476052,0.937007874,0.896774194,0.491935484,0.888173888,2
0.36858006,0.125,0.038461538,0.113924051,0.207142857,0.056748911,0.866141732,0.870967742,0.60483871,0.882596883,5
0.360523666,0.366666667,0.115384615,0.223380491,0.187142857,0.009724238,0.905511811,0.890322581,0.564516129,0.862433862,2
0.374118832,0.125,0.134615385,0.201042442,0.215714286,0.091872279,0.874015748,0.812903226,0.556451613,0.894608895,5
0.373615307,0.136111111,0.076923077,0.174236783,0.218571429,0.083164006,0.874015748,0.84516129,0.580645161,0.890604891,5
0.379657603,0.125,0.173076923,0.178704393,0.288571429,0.096661829,0.877952756,0.787096774,0.536290323,0.892892893,5
0.37713998,0.163888889,0.192307692,0.183916605,0.224285714,0.092307692,0.897637795,0.774193548,0.5,0.890890891,5
0.37713998,0.558333333,0.076923077,0.134028295,0.281428571,0.106676343,0.858267717,0.929032258,0.649193548,0.88974689,5
0.51510574,0.419444444,0.211538462,0.276247208,0.245714286,0.762409289,0.921259843,0.909677419,0.548387097,0.579293579,2
0.442598187,0.372222222,0.423076923,0.111690246,0.307142857,0.466618287,0.976377953,0.806451613,0.370967742,0.871013871,2
0.375629406,0.594444444,0.134615385,0.111690246,0.274285714,0.111901306,0.838582677,0.95483871,0.685483871,0.888173888,5
0.322255791,0.436111111,0.076923077,0.04988831,0.214285714,0.097822932,0.881889764,0.909677419,0.608870968,0.800800801,5
0.318227593,0.141666667,0.134615385,0.031273269,0.211428571,0.109143687,0.881889764,0.812903226,0.552419355,0.797368797,5
0.376132931,0.719444444,0.019230769,0.089352197,0.207142857,0.088098694,0.850393701,0.903225806,0.649193548,0.871728872,5
0.329305136,0.2,0.134615385,0.063291139,0.217142857,0.086357039,0.897637795,0.825806452,0.536290323,0.801801802,5
0.322759315,0,0.076923077,0.070737156,0.215714286,0.100290276,0.842519685,0.858064516,0.629032258,0.796796797,5
0.322255791,0.105555556,0.096153846,0.063291139,0.222857143,0.10754717,0.866141732,0.832258065,0.580645161,0.794365794,5
0.321248741,0.197222222,0.173076923,0.044676098,0.22,0.111320755,0.905511811,0.8,0.508064516,0.793221793,5
0.512084592,0.580555556,0.326923077,0.160833954,0.251428571,0.723657475,0.811023622,0.993548387,0.721774194,0.618189618,2
0.455689829,0.316666667,0.442307692,0.142963515,0.325714286,0.484615385,0.992125984,0.709677419,0.286290323,0.853996854,5
0.326283988,0.15,0.153846154,0.092330603,0.208571429,0.092597968,0.885826772,0.793548387,0.524193548,0.796367796,5
0.324269889,0.061111111,0.173076923,0.089352197,0.228571429,0.106240929,0.846456693,0.787096774,0.576612903,0.791362791,5
0.316717019,0.375,0.115384615,0,0.208571429,0.124818578,0.901574803,0.890322581,0.572580645,0.785642786,5
0.315206445,0.452777778,0.192307692,0.022338049,0.202857143,0.123222061,0.905511811,0.929032258,0.584677419,0.784498784,5
0.553373615,0.411111111,0.307692308,0.240506329,0.241428571,0.858635704,0.94488189,0.883870968,0.483870968,0.485485485,2
0.47734139,0.375,0.019230769,0.157855547,0.251428571,0.532656023,0.866141732,0.896774194,0.620967742,0.806949807,2
0.441087613,0.325,0.461538462,0.094564408,0.284285714,0.476197388,0.996062992,0.716129032,0.286290323,0.862719863,5
0.422960725,0.338888889,0.576923077,0.04988831,0.247142857,0.463134978,1,0.658064516,0.209677419,0.875589876,5
0.331822759,0.291666667,0.134615385,0.089352197,0.21,0.086357039,0.917322835,0.851612903,0.524193548,0.796367796,5
0.330312185,0.283333333,0.115384615,0.092330603,0.214285714,0.089404935,0.905511811,0.864516129,0.552419355,0.794937795,5
0.328801611,0.063888889,0.115384615,0.111690246,0.214285714,0.095500726,0.850393701,0.825806452,0.592741935,0.792363792,5
0.328298087,0.113888889,0.173076923,0.120625465,0.214285714,0.098693759,0.87007874,0.780645161,0.536290323,0.791076791,5
0.522155086,0.125,0.365384615,0.180193596,0.237142857,0.754571843,0.87007874,0.619354839,0.403225806,0.588445588,2
0.425981873,0.347222222,0.538461538,0.04988831,0.241428571,0.467924528,0.996062992,0.696774194,0.245967742,0.871442871,5
0.326283988,0.255555556,0.134615385,0.135517498,0.234285714,0.10478955,0.909448819,0.838709677,0.528225806,0.785642786,5
0.44612286,0.272222222,0.576923077,0.092330603,0.284285714,0.481277213,0.992125984,0.541935484,0.14516129,0.858715859,5
0.414400806,0.983333333,0.230769231,0,0.208571429,0.459651669,0.787401575,0.774193548,0.633064516,0.88016588,5
0.420946626,0.963888889,0.057692308,0,0.208571429,0.304208999,0.838582677,0.870967742,0.641129032,0.97997998,1
0.355991944,0.961111111,0.038461538,0,0.208571429,0.048040639,0.846456693,0.877419355,0.637096774,0.821535822,2
0.337361531,0.197222222,0.173076923,0.111690246,0.204285714,0.083744557,0.905511811,0.8,0.508064516,0.793936794,5
0.422960725,0.916666667,0.519230769,0.022338049,0.232857143,0.455878084,0.57480315,0.632258065,0.741935484,0.884598885,5
0.410372608,0.355555556,0.096153846,0.070737156,0.241428571,0.240928882,0.901574803,0.883870968,0.568548387,0.936078936,2
0.335347432,0.188888889,0.153846154,0.156366344,0.201428571,0.096661829,0.897637795,0.812903226,0.524193548,0.784212784,5
0.332829809,0.261111111,0.134615385,0.157855547,0.202857143,0.099274311,0.913385827,0.838709677,0.524193548,0.782782783,5
0.338872105,0.275,0.115384615,0.174236783,0.208571429,0.095645864,0.905511811,0.858064516,0.548387097,0.782925783,5
0.319738167,0.183333333,0.115384615,0.070737156,0.218571429,0.130624093,0.893700787,0.825806452,0.544354839,0.766051766,5
0.315206445,0.277777778,0.134615385,0.063291139,0.227142857,0.117561684,0.913385827,0.851612903,0.528225806,0.762762763,5
0.427995972,0.325,0.576923077,0.044676098,0.232857143,0.478519594,1,0.638709677,0.193548387,0.863577864,5
0.441087613,0.897222222,0.480769231,0.063291139,0.27,0.452539913,0.586614173,0.683870968,0.774193548,0.889317889,1
0.419436052,0.2,0.038461538,0.022338049,0.208571429,0.474746009,0.874015748,0.870967742,0.600806452,0.868153868,1
0.325780463,0.219444444,0.269230769,0.142963515,0.235714286,0.129317852,0.933070866,0.748387097,0.427419355,0.761475761,5
0.321752266,0.225,0.134615385,0.130305287,0.224285714,0.132365747,0.905511811,0.825806452,0.52016129,0.76018876,5
0.432527694,0.875,0.461538462,0.022338049,0.235714286,0.466763425,0.582677165,0.729032258,0.806451613,0.876876877,1
0.320745217,0.205555556,0.211538462,0.141474311,0.221428571,0.134978229,0.917322835,0.774193548,0.467741935,0.754897755,5
0.313695871,0.188888889,0.096153846,0.134028295,0.202857143,0.126269956,0.885826772,0.84516129,0.560483871,0.752466752,5
0.315206445,0.030555556,0.076923077,0.130305287,0.227142857,0.12191582,0.850393701,0.858064516,0.616935484,0.751322751,5
0.315206445,0.116666667,0.115384615,0.120625465,0.227142857,0.117561684,0.87007874,0.825806452,0.568548387,0.75032175,5
0.31570997,0.208333333,0.096153846,0.09977662,0.232857143,0.117561684,0.893700787,0.84516129,0.552419355,0.746174746,5
